Rank,Position,Name,School,Grade,URL,Summary,Strengths,Weaknesses,Round,Pro Comparison
104,OT,Travis Burke,Memphis,7.0,https://bleacherreport.com/articles/25405102-nfl-draft-2026-scouting-report-memphis-ot-travis-burke,"Travis Burke is a tall, long tackle prospect with big, strong hands and a nasty demeanor. His upright, rigid play-style and below-average quickness lead to quick, clean losses on an island, but his length, strength, and temperament signal a quality swing tackle, with the ability to hold down right tackle as a functional starter.

Burke is a 6'9"", 325-pound offensive tackle prospect, who entered the Gardner-Webb program as a 3-star recruit in the 2021 class. After redshirting in 2021 he played in 14 games in 2022 before transferring to FIU and starting 22 games at right tackle over the next two seasons. Burke then transferred again to Memphis for the 2025 season.

The former Tiger started 33 career games at right tackle, including 11 at right tackle last season at Memphis before sustaining a season-ending foot injury. Burke competed in the 2026 Shrine Bowl.","- Long arms, large hands with a stiff punch and good grip strength to deliver jolt and stay attached once latched.

- Excellent competitive toughness, runs his feet through the echo of the whistle with the intent to torque, drive and dump defenders.

- Excels pinning and securing down linemen on down blocks and clearing the pocket when uncovered.

- Solid anchor when first meaningful contact is established with defenders at his fingertips.","- Tall frame and upright play style leads to landing high on defenders and getting lifted off his spot.

- Two-hand puncher with below average foot quickness results in susceptibility to quick, clean losses.",,Terence Steele
105,Edge,Joshua Josephs,Tennessee,7.0,https://bleacherreport.com/articles/25292445-nfl-draft-2026-scouting-report-tennessee-edge-joshua-josephs,"Joshua Josephs combines high-level athleticism and quickness with a handful of effective pass-rush moves to become a significant contributor as a pass-rusher in the NFL. He's shown promise against the run but does need to add size and strength to develop into a complete player at the next level.

The 6'3"", 240-pound edge-defender was a 4-star recruit in the 2022 class and was a rotational player as a true freshman, collecting 12 tackles, 2.5 for loss, one sack and two passes defended in 12 games.

Josephs spent the next two seasons playing behind James Pearce Jr. (Atlanta Falcons' 2025 first-round pick), but still had decent production with 59 tackles, 13.5 TFLs, 4.5 sacks, four PDs and three force fumbles in 25 games during those campaigns.","- Josephs has a solid frame with room to add weight and very long arms.

- Combines good overall athleticism with quickness and twitch to win as a pass-rusher.

- Quick to react to the snap and accelerates off the line of scrimmage well to win or at least threaten offensive tackles with speed around the edge.

- Decent at setting his pass-rush moves by getting to square on the offensive lineman and giving himself a two-way go.

- Has shown several moves he can win with, like a cross-chop, bull-to-rip and push-pull. Also, improved his timing with his hands this season and has gotten better at working the hands after contact.

- Good closing speed on the quarterback.

- Physical and has shown solid strength at the point of attack as a run defender.

- Can create stalemates against pullers as the force player in run fits.","- Could afford to add more size and strength to be more stout against the run.

- Struggles to get extension and lock out offensive tackles when setting the edge/taking on blocks.

- Will get collapsed inside by down blocks from tight ends and doesn't see/anticipate crack blocks against pin-and-pull concepts, even when wide receivers are in a reduced split.

- Lacks the mass and strength to be effective when turning speed to power against NFL offensive tackles.

- Ankles are a little stiff, hurting his ability to corner and consistently finish pass-rush wins with sacks.",3rd Round,Uchenna Nwosu
106,CB,Jadon Canady,Oregon,7.0,https://bleacherreport.com/articles/25326612-nfl-draft-2026-scouting-report-oregon-cb-jadon-canady,"Jadon Canady builds his game around whatever the defense needs from him. Canady likely sticks at nickel cornerback in the NFL, but his versatility will be valuable at the next level.

He's a highly versatile player bringing experience at safety, nickel, and cornerback to the defensive back room, along with his jitterbug energy level and physicality.

The former 3-star recruit and 3-star transfer is coming off an impressive 2024 at Ole Miss, where he put up a career high in passes defensed with 12. While he didn't play every down for the Ducks, they wanted him on the field as much as possible to infuse the defense with his energy, football IQ, and toughness.","— Canady's biggest weapon is his versatility to play anywhere in the defensive backfield and whatever coverage is asked of him. His experience as a boundary corner in the past pops off the screen when aligned as a nickel.

— The 5'10"", 181-pound defensive back may be undersized, but he plays bigger and brings a lot of energy. He's physical in man coverage and at the top of routes to throw off timing and stay in phase to impact the play.

— He reads out and recognizes plays quickly in off coverage while using speed and fluid hips to get in the proper position. He triggers downhill quickly and tries to dislodge any ball from the hands of pass catchers.

— The ball skills are there, and the timing to impact the catch point matches. He uses what length he has to swipe or chop at the football while tracking it well downfield.","— Canady is an undersized defender who consistently triggers to the football, but his tackling angles with high and low attack points on the ball carrier see him miss a lot of tackles.

— He tends to be overly aggressive and will open up quickly in man coverage and trigger on manipulation tactics from receivers, leaving him susceptible to double moves and release packages.

— While a willing participant as a downhill defender, he struggles to get off blocks and resorts to undercutting offensive linemen. He can be attacked in the run game.",,Jourdan Lewis
107,QB,Garrett Nussmeier,LSU,7.05,https://bleacherreport.com/articles/25250636-nfl-draft-2026-scouting-report-lsu-qb-garrett-nussmeier,"Garrett Nussmeier is a ""pro-ready"" quarterback prospect and a natural thrower. His playing style resembles a pass-first point guard on the NBA hardwood.

Nussmeier is a timing and rhythm quarterback, who delivers highly catchable passes at all three levels of the field. He is an excellent fit for teams that prioritize the quick passing game. Nussmeier will work particularly well inside a West Coast offensive system.

Nussmeier is a 6'2"", 205-pound quarterback who entered LSU as a 4-star recruit in the 2021 class. In 2024, Nussmeier threw 4,043 yards, 29 touchdowns, and 12 interceptions. He struggled with being a gunslinger and testing occupied windows last season, putting the football in harm's way. This season didn't go well for LSU's QB. He suffered an under-reported and very serious core injury that Nussmeier explained, causing him to relearn how to throw with his core.","- Inside the structure and confines of the offensive scheme. He runs plays as designed and has complete control at the line of scrimmage to make any protection checks and route changes based on what the defense shows pre-snap.

- Quick processor of information post-snap. Recognizes post-snap defensive shifts and rolls with the coverage shell to locate the open receiver. He's smart enough to handle full-field reads and work through his progressions efficiently.

- A calm and cool operator against the blitz. Nussmeier identifies the potential blitzers and helps his offensive line prepare for the extra defenders.

- Nussmeier is more athletic than he appears. He quickly senses and evades edge pressure, using his legs to break the pocket, and keeps his eyes down the field for an open target.

- High football IQ and understanding of playing the quarterback position and the responsibilities that come with it. From making pre-snap checks and route adjustments based on the defensive formation to sliding protections against incoming pressure packages.

- Accuracy, ball placement, and anticipating throws are his A-traits. Nussmeier sees the field well and delivers accurate passes at all levels of the field. When kept clean, he places the football precisely where his receiver needs it.","- Battled a serious core injury, which led to throwing with poor mechanics and bad habits

- When forced to roll to his weak side, his passes lose steam.

- His gunslinger mentality needs to be kept under control. Nussmeier's worst plays happen when he makes those ""I can make this work"" decisions with the football.

- Interior pressure gives him trouble in the pocket. This typically forces him off his spot quickly, and he begins to drift in the pocket.

- He puts the ball in harm's way when pressured. He must learn to either take the sack or throw the ball away.

- Physically, he will not check the boxes in the height and weight department.",3rd Round,Brock Purdy
108,OT,Austin Barber,Florida,7.0,https://bleacherreport.com/articles/25294411-nfl-draft-2026-scouting-report-florida-ot-austin-barber,"Austin Barber is a hard-nosed, high-variance blocker with strong hands and good play strength who, once latched, can control and steer defenders effectively. Erratic strike timing and mediocre range in pass protection create volatility on an island, particularly in true drop-back situations. In a balanced, play-action heavy system that reduces pure pass sets, he could stick as a swing tackle or spot starter, though a move inside to guard could ultimately accentuate his power and finishing ability while raising his long-term ceiling.

Barber is a 6'6"", 314-pound offensive line prospect, who entered the Florida program as a 4-star recruit in the 2021 class.

Barber started 38 career games primarily at left tackle (five at right tackle as a redshirt freshman), including 12 starts in 2025 while earning Third-Team All-SEC honors. The former Gator competed in the 2026 Senior Bowl.","— Good play strength with pop in his hands and a tight clench to control and steer.

— Fluid to the spot on climbs and pulls to line up and wall off smaller targets.

— Effective snatch technique to steal leverage and defeat the long-arm.

— Cuts grass with his in-steps to anchor effectively against the bull-rush.

— Excels using jump sets on play-action when he can manipulate space, establish first meaningful contact and force rushers to work through him.","— Mediocre range and ability to expand his set points against high-side speed rushes.

— Rigid striker who is overly reliant on two-hand punching, leaving him susceptible to clean, glaring losses against counter moves.

— Will dip his head into contact and get overextended against the push-pull, gap exchanges and slants across his face.

— Feet get stuck in a wide base against speed-to-power that result in him getting jolted on contact.",3rd Round,Ezra Cleveland
109,IOL,Billy Schrauth,Notre Dame,7.0,https://bleacherreport.com/articles/25394562-nfl-draft-2026-scouting-report-notre-dame-iol-billy-schrauth,"Billy Schrauth is a well-proportioned, two-year starting right guard and team captain with solid athletic ability, good play strength and power. He consistently plays with flat-back posture and excellent leg drive.

Schrauth's 2025 tape showed meaningful growth before he suffered a sprained MCL. He has a quality interior backup profile with a realistic chance to push for a starting job within his first year or two in the NFL.

Schrauth is a 6'5"", 310-pound guard who committed to Notre Dame as a 4-star recruit in the 2022 class.","— Loose, fluid mover out of his stance with good lateral quickness and redirect skills.

— Good play strength. Keeps his elbows connected to his hips through contact with excellent leg drive to close space and displace defenders as a drive-blocker.

— Takes efficient angles on climbs and screens with jolt in his hands to deliver knock-back power at the point of attack.

— Solid, effective anchor with sound technique. Throws his hips back and roots his feet to grind down the bull rush while keeping rushers at his fingertips.","— Will chase setup moves and drift when isolated against skilled pass-rushers.

— Suffered ankle and knee injuries in each of his two seasons as a starter.",3rd Round,Austin Corbett
110,LB,Taurean York,Texas A&M,7.0,https://bleacherreport.com/articles/25259294-nfl-draft-2026-scouting-report-texas-am-lb-taurean-york,"Taurean York has the instincts of a veteran linebacker and the movement skills to capitalize. However, the 5'11"", 226-pound defender doesn't have the ideal size or length for the position, thus significantly hindering his draft stock.

York went to Texas A&M as a 3-star recruit and became an immediate starter as a true freshman, earning SEC All-Freshman and Freshman All-American (ESPN) honors by racking up 74 tackles, 8.5 tackles for loss and three sacks.

In his second season, York was even more productive with 82 tackles, 9.5 TFLs and 2.5 sacks but did not receive any postseason recognition. He recorded 73 tackles, 7.5 TFLs, a sack and three passes defended as a junior, earning second-team All-SEC honors.","- Constant pre-snap communicator, who takes command of the defense to get everyone lined up correctly.

- Recognizes play designs based on pre-snap motion and displays good instincts to quickly read his key and diagnose run plays post-snap.

- Has the lateral movement skills to mirror running backs on zone runs. York recognizes when he can shoot gaps with the speed and quickness to capitalize.

- Solid speed overall to increase sideline-to-sideline range, help close in coverage or when rushing the passer. He takes good angles in pursuit, too.

- In zone coverage, he has good eye discipline to locate threats coming into his area and is quick to reach his landmarks.

- Quickness and agility allow him to tighten throwing windows when playing zone coverage.

- Consistently sniffs out screens to make tackles for short gains or behind the line of scrimmage.

- Sure tackler who wraps up and rarely misses.","- Undersized. Lacks height and has short arms.

- A combination of shorter arms and subpar upper body strength make it difficult for York to get extension on blocks, leading to struggles when asked to stack and shed or escape. York even has a tough time getting off blocks from tight ends.

- Could afford to be more physical at the point of attack when taking on blocks.

- Has issues anchoring against offensive linemen when he can't use his instincts and movement skills to beat them to the spot.

- Lack of size creates issues in man coverage against tight ends. He'll get boxed out by bigger-bodied pass-catchers, which creates a problem when asked to defend contested catches.",3rd Round,Shades of Zach Thomas
111,IOL,Jake Slaughter,Florida,7.0,https://bleacherreport.com/articles/25322985-nfl-draft-2026-scouting-report-florida-iol-jake-slaughter,"Jake Slaughter is an efficient, battle-tested blocker who operates with solid movement skills, play strength, and urgency to cover up, re-leverage, and seal off defenders. Slaughter won't overwhelm NFL defenders, but he has enough traits to compete for a pivot job during his rookie contract and become a functional starter.

Slaughter is a 6'5"", 303-pound center prospect who entered the Florida program as a 3-star recruit in the 2021 class.

Slaughter started 33 career games at center for the Gators as a two-time team captain. He earned AP All-SEC First Team honors in 2024 and 2025, both years as a team captain. Slaughter turned 23 years old in December.","— Solid play strength to clench, close space and wall off down linemen on base, back and double-team overtake blocks.

— Sound anchor technique to get his hips back, hands on and reset to grind down power and die slowly.

— Alert and spatially aware in pass protection keeps him square and on the same level with his guards to keep the 'A' gaps shored up.

— Fluid enough on the move to intersect targets on climbs and screens.

— Two-time team captain.","— Adequate mass, length and power make it a chore to own and command ground when isolated against long, hulking defensive tackles.

— Vulnerable to getting push-pulled into overextension.

— Mediocre redirect skills creates soft, accessible edges if forced to adjust mid-rep.",3rd Round,Chase Roullier
112,WR,Ja'Kobi Lane,USC,7.0,https://bleacherreport.com/articles/25355189-nfl-draft-2026-scouting-report-usc-wr-jakobi-lane,"Ja'Kobi Lane is a prototypical X-receiver with outstanding ball skills to dominate the catch point.

Lane is equipped with the frame and wingspan to thrive as a high-point specialist in the NFL.

Lane is a former 4-star recruit in the 2023 class. He is coming off his best season of college football in 2025. Lane has never eclipsed 800 yards receiving in a single season.","- Lane has an outstanding combination of ball skills, body control, and acrobatics at the catch point. He excels at dominating the catch point, turning 50/50 passes into 80/20 in his favor.

- USC's second-leading receiver uses his frame to box defenders out at the catch point on slants, hitches, and fade routes.

- He flashes deceptive route running to fool out defenders with head fakes at the top of his routes, especially on double moves.

- Lane displays high football IQ, understanding how to out-leverage defensive backs in off and zone coverages.","- Lane struggles to pull away from defenders on vertical, downfield routes. His top-end speed is questionable. This puts more onus on his release package for quick wins.

- His frame is lean and susceptible to being rerouted in press-man situations. He will benefit from adding counters in the contact window to lessen its effectiveness.

- His routes lack urgency from a salesmanship standpoint. He gives indicators of his breaks to tip off the defensive backs.",3rd Round,Shades of Corey Davis
113,CB,Devin Moore,Florida,7.0,https://bleacherreport.com/articles/25403359-nfl-draft-2026-scouting-report-florida-cb-devin-moore,"Devin Moore has the physical tools, body type and length to be an impact boundary corner in the NFL. He's missed a ton of time due to injury throughout his four-year career with the Gators, but the talent and competitive toughness to battle back through injury and at the catch point shows on the field and in his work ethic.

A former 4-star recruit, Moore is a gritty competitor and compiled 64 tackles (40 solo), two tackles for loss, a sack, five interceptions, and nine passes defensed across his Florida career. He finally played a full season in 2025, but wasn't an every down player.

— Moore is long-limbed with the frame and timing to play physical press-man coverage on the boundary. He's technique-driven with his hands and doesn't draw holding penalties.","— Moore is long-limbed with the frame and timing to play physical press-man coverage on the boundary. He's technique-driven with his hands and doesn't draw holding penalties.

— A sound and patient run defender who plays with good outside leverage and tackles well.

— An excellent ball tracker and competes at the catch point with his long frame and well-timed physicality to create incompletions.

— He's quick to drive underneath in zone and reads the quartrerbacks eyes to take him to screens and flat routes.","— Moore's football IQ is still developing, particularly with route recognition. He locks onto a receiver or the quarterback and will be late to see concepts unfold.

— His long legs and high hips contribute to leggy lateral transitions, allowing better, more explosive route runners to create separation.

— Lacks recovery speed over the top, and when he gets stacked vertically, typically loses those routes.

— Has a lengthy injury history.",,Martin Emerson
114,IOL,Brian Parker II,Duke,7.0,https://bleacherreport.com/articles/25259248-nfl-draft-2026-scouting-report-duke-iol-brian-parker-ii,"Brian Parker II is a hard-nosed, athletic blocker with strong hands and excellent competitive toughness. His sawed-off frame and below average play strength will cap his ceiling as a pro, projecting him as high-quality swing interior backup with starter upside at center.

Parker is a 6'5"", 309-pound interior line prospect, who entered the Duke program as a 3-star recruit in the 2022 class.

Parker started 33 career games (32 at right tackle, one at left tackle) including 13 starts at right tackle in 2025. The former Blue Devil earned AP First Team All-ACC honors last season and participated in the 2026 Shrine Bowl.","— Very good quickness, burst and agility.

— Accurate, tight hand placement with very good grip strength and lower half mobility to latch, re-leverage and sustain blocks.

— Surges into contact with aggressiveness and physicality before consistently running his feet and straining to finish.

— Skilled, efficient zone run blocker who hits his landmarks and aiming points on backside cut-offs, overtakes and releases to the second-level.","— Sawed-off frame with below-average arm length creates soft edges and leaves Parker too easily stacked.

— Mediocre mass, girth and square power.

— Will drop his eyes and dip his head into contact, leaving him vulnerable to whiffing against movement across his face.",,Ryan Bates
115,TE,Jack Endries,Texas,7.0,https://bleacherreport.com/articles/25250740-nfl-draft-2026-scouting-report-texas-te-jack-endries,"Jack Endries has hands as sure as they come from the tight end position.

His role in Texas's offense prepared him for whatever is asked of him at the next level. Arch Manning's safety net is always looking for different ways to help his team win, and he displays a great work ethic.

He was a former 3-star recruit before committing to play for the California Bears. After two seasons, he entered the transfer portal as a 4-star and committed to Texas for his junior season. Steve Sarkisian-led programs have produced a ton of NFL prospects, and Endries is next in line. He projects as a move tight end with great hands and seam-busting potential.","— Multiple alignment skill set. He's at his best as a detached tight end with free releases.

— Does his best work in the run game as a motion blocker and puller to create better angles.

— Endries is a vertical route salesman, who stresses defenses down the seam.

— Has a great catch to attack mentality to get upfield quickly.

— Showcases top end ball skills and hands to make plays at all levels of the field.","— In-line blocking capabilities with functional strength and anchor to give the block and play it's best chance. Straining blocks are important for run game success.

— Route stem manipulation against man coverage to create space. Finds it tough to shake physical defenders.

— Endries struggles to make defenders miss post-catch, and his athleticism is lacking.",3rd Round,Souped-up Dalton Schultz
116,IOL,Connor Lew,Auburn,7.0,https://bleacherreport.com/articles/25253258-nfl-draft-2026-scouting-report-auburn-c-connor-lew,"Connor Lew is a young prospect with a solid all-around skill-set who operates on time with good positional leverage. However, Lew has an underdeveloped frame and lacks an elite trait. Even so, the runway to improve and develop into a starter remains.

Lew is a 6'3"", 310-pound center prospect, who entered the Auburn program as a 4-star recruit in the 2023 class.

Lew is in his third-year as the Tigers' starting center. He took over as the starting pivot in Week 8 as a true freshman in 2023 and was named to the SEC All-Freshman team. He finished his career with 25 starts at the pivot, including six games in 2025 before suffering a torn left ACL. Lew was also a team captain in 2025.","- Snaps out of his stance and plays with a flat-back posture, head out of blocks and active hands.

- Quick, accurate and independent striker in pass protection allow him to latch and control reps early in the down.

- Alert, clear eyes to process movement and secondary threats before providing timely help to secure the A gaps against loopers and blitzes.

- Solid athletic ability and movement skills allow him to timely negotiate combo blocks and intersect backers on climbs.","- Adequate play strength results in regularly getting stalemated, flattened out on overtakes and pried open as the rep progresses.

- Average size, weight and mass leave him conceding ground more than owning it.",3rd Round,Matt Hennessy
117,OT,Jude Bowry,Boston College,7.0,https://bleacherreport.com/articles/25252279-nfl-draft-2026-scouting-report-boston-college-ot-jude-bowry,"Jude Bowry is a twitchy, explosive mover, who is fluid to his landmarks with jolt in his hands. Bowry's promise is offset with by technique that gets him into too many compromising positions resulting in a role player with the traits to crack a lineup under a known developer at the position.

Bowry is a 6'5"", 314-pound tackle prospect, who entered the Boston College program as a 3-star recruit in the 2022 class.

Bowry started 23 career games at left (21) and right (two) tackle, including nine games at left tackle in 2025 as a team captain, missing three games with a hip injury. The former Eagle participated in the Senior Bowl.","- Twitchy, explosive mover who flies out of his stance to beat rushers to the spot while remaining square to the line of scrimmage.

- Firm anchor when his hands land inside and able to immediately clamp inside the frame of rushers.

- Shows the range and fluidity to expand his set points, widen rushers off of his edge and protect the corner on an island.

- Good burst on the move to intersect targets on screens and climbs.","- Inconsistent with positional leverage in pass protection leads to floating off of his spot into oversets, opening too soon and creating a soft inside shoulder.

- Erratic strike timing and placement results in a boom-or-bust element to his game when on an island in pass protection.

- Plays passive on angle-drive blocks looking to get into position and hold ground rather than uproot and displace, ultimately sapping his power and ability to sustain.",3rd Round,Austin Jackson
118,WR,Reggie Virgil,Texas Tech,7.00,https://bleacherreport.com/articles/25387602-nfl-draft-2026-scouting-report-texas-tech-wr-reggie-virgil,"Reggie Virgil is a savvy wide receiver with a high motor, speed and ball skills.

He competes until the whistle blows and offers a vertical skill set thanks to his stride and body control.

Virgil originally enrolled at Miami of Ohio and spent three seasons there (with one productive year) before transferring to Texas Tech to finish his collegiate career. Virgil was a 3-star recruit in the 2022 class.","- Good vertical-route salesman. Makes routes appear the same before the break point.

- Possesses the size/frame, athleticism and speed to win on the outside. Capable of threatening defenses vertically.

- Plays with good tempo and suddenness at the line of scrimmage with his releases versus press coverage. Has flashed quick winning ability with short-area quickness and violent/intentional steps to elude the DB.

- Has plus-level acceleration and burst after the catch to quickly transition from receiver to runner.

- Strong and confident hands-catcher who plucks passes over defensive backs in contested situations. Has a strong catch radius and ball-tracking skill set.

- Competitive perimeter blocker. Uses his frame well to seal off defenders.","- Does not offer much wiggle or creativity after the catch. Doesn't force missed tackles.

- Salesmanship on double moves feels rushed. Can more effectively manipulate defenders by fully committing to the route sell before trying to explode past them.

- Drifts to the sideline on outside speed releases and go routes. Needs to work on staying with good distance and positioning to provide space for the quarterback to lead him.

- Provides indicators as a route-runner that will tip off veteran NFL corners. Raises his shoulders and pads level as he gears to sink at the breaking point of the stem.",3rd Round,Shades of Van Jefferson
119,DL,Zane Durant,Penn State,6.9,https://bleacherreport.com/articles/25356962-nfl-draft-2026-scouting-report-penn-state-dl-zane-durant,"Zane Durant is a feisty and strong run defender, who can either get penetration or stand up offensive linemen to take away gaps. He was also listed at No. 8 on Bruce Feldman's list of college football's exceptional athletes, clocking a 4.66-second 40-yard dash and 4.43-second shuttle time.

However, the 6'1"", 294-pound defensive tackle is undersized and struggles to win as a pass-rusher, which lessens his draft value. Some NFL organizations will be hesitant to take a smaller, two-down interior defender.

Durant entered Penn State as a 4-star recruit in the 2022 class. He had a small role on the defense as a true freshman, coming off the bench and playing in 13 games but didn't get many snaps.","- Durant is quick off the ball with good agility to get penetration on run stunts.

- Good strength at the point of attack to stand up offensive linemen and gain leverage advantage against base blocks.

- Plays with a wide base, natural leverage and solid strength to hold his gap when left one-on-one.

- Against down blocks or when slanting, he sinks his hips well to fight back against pressure and avoid getting washed out of the play.

- Flashes the ability to escape blocks with quickness and athleticism.","- Durant is undersized and has short arms, limiting the amount of extension he can get on blocks and making it difficult for him to beat offensive linemen with good length.

- Lacks the mass to anchor and hold his gap against double-teams and combo blocks.

- Size also impacts his ability to win when bull-rushing as a pass-rusher.

- Stiff hips prevent him from clearing his lower half when working finesse moves and limit his bend or ability to corner at the top of the rush.",4th Round,Tyler Davis
120,QB,Carson Beck,Miami,6.97,https://bleacherreport.com/articles/25259988-nfl-draft-2026-scouting-report-miami-qb-carson-beck,"Carson Beck's play style and strengths fit the mold of a high-end game manager quarterback in the NFL.

Beck has the skill set suited to a team with strong talent and culture that can win games. He excels in a point-guard role under center. He combines good anticipation, quick game efficiency, and timely throwing.

Beck is a former 4-star recruit in the 2020 class. He is a well-experienced player with over 30 starts in his collegiate career. His traits and experience are what NFL teams tend to look for in a future starting quarterback.","- Beck is an anticipatory thrower. He sees things quickly and throws before the wide receiver's break.

- He is a rhythm and timing passer. Beck works best as a hit-and-throw passer, where his back foot hits at the top of his drop, and the ball is out quickly.

- Well-experienced quarterback, three years as a starter, and has seen a lot of football. Especially in big/high-leverage games.

- Beck throws a very catchable football. He throws with pace and knows how to apply the right amount of touch.

- When protected inside the pocket, Beck effectively goes through his progressions and is comfortable with full-field reads.

- Above average athlete who will use his legs to break contain and run for first downs.","- Beck is prone to putting the ball in harm's way, testing occupied throwing lanes.

- He must reduce his turnover-worthy plays and protect the football with better decision-making.

- He struggles under pressure, specifically interior pressure right in his face. Beck will throw off his back foot to avoid being hit or contacted.

- Suffered a UCL injury, and his arm strength has not been the same post-surgery. He can struggle to drive the ball into tighter windows.

- Too many passes batted down at the line of scrimmage for a 6'5 quarterback.

- He is prone to locking into his first read or pre-determining his reads before the snap.

- Accuracy and ball placement deteriorate when forced off his spot and to reset his feet in the pocket.

- Improving his pocket presence and feel for pressure with a better internal clock to reduce chances for strip sacks.",4th Round,Kenny Pickett
121,RB,Emmett Johnson,Nebraska,6.95,https://bleacherreport.com/articles/25294697-nfl-draft-2026-scouting-report-nebraska-rb-emmett-johnson,"Emmett Johnson is one of the best and most impactful running backs in college football. He is a quick, decisive runner who can be a weapon in the passing game.

Johnson enrolled at Nebraska as a former 3-star recruit in the 2022 class. He has blossomed into a pure playmaker for the Huskers' offense. He is having a breakout season, already rushing for over 1,100 yards.

Dame Parson is the lead host of the Locked On NFL Draft podcast. He also serves as co-host of the Scouting Room NFL Podcast alongside Daniel Harms.","- Patient runner with great vision to find running lanes. Johnson presses the line of scrimmage with a ""slot too, fast through"" mentality. He possesses the acceleration and burst to explode through a lane once a crease is created. He patiently attacks the LOS, essentially setting up his blocks and reading them well in real time.

- Johnson is a creative runner with run discipline to stay on the design run path for positive yards. He is a dangerous back because he will take what the offensive line blocks/creates, but has the elusiveness and electric footwork to create for himself. He possesses a twitchy lower half and will string together cuts to jump cut outside the tackle box into the open field.

- Nebraska's star back executes inside zone, outside zone, and duo run concepts well. He reads his keys and picks his spot on when to bounce or cut runs upfield. Johnson maximizes the OL's run blocking with good decision-making.

- Adept at getting skinny through small creases and reducing the strike zone for incoming defenders. He avoids big clean hits from defenders, preserving his body and health.

- Johnson runs with a low center of gravity and good contact balance. He can pinball off tackles and run through arm tackles. He keeps his feet driving forward even after contact. He will push some piles with his tenacity and effort.","- Johnson's dynamic lateral agility and cuts can result in chasing the big play on the outside. He will try to jump cut one too many times instead of planting and getting upfield.

- His speed is good but not great. He does not present a constant threat to take runs the distance and outrun high-end athletic pursuing defenders for explosive gains.

- Pass protection is inconsistent and needs refining. Johnson is a high-motor player, but he needs to improve his technique as a pass protector against pressure packages. It would be good to see him scan the field better for potential threats and step up to meet the defender with physicality at the POA.",4th Round,Jashaun Corbin
122,Edge,Jaishawn Barham,Michigan,6.9,https://bleacherreport.com/articles/25406016-nfl-draft-2026-scouting-report-michigan-edge-jaishawn-barham,"Jaishawn Barham is a former off-ball linebacker who switched positions in Week 3 of this past season, which shows in his athleticism while playing on the edge.

With a good frame and more power at the point of attack than the 6'3"", 240-pounder's size suggests, it's easy to see why an NFL team would be willing to take a flier on him as a developmental prospect.

Barham's college career began as a 4-star recruit in the 2022 class at Maryland. The former Terrapin spent two seasons in College Park, racking up 95 tackles, 9.5 tackles for loss, seven sacks, an interception, two passes defended and a forced fumble over 23 games.","- Barham is an impressive overall athlete for an edge-defender, showing good burst, closing speed and smooth lateral movement skills.

- Good frame with room to add weight.

- Accelerates off the line of scrimmage to get penetration against the run or threaten offensive tackles with speed as a pass-rusher.

- Has some natural power and good leg drive through contact to help set the edge against offensive linemen or when taking on pullers. These traits also allowed him to flash the ability to win with power as a pass-rusher.

- No issues beating blocks from tight ends when working against the run.

- Flashes the ability to set up his pass-rush moves by stemming inside and using his change-of-direction skills and quickness to win outside or vice versa.

- With his background as an off-ball linebacker, he offers some position versatility and the ability to drop into coverage as a standup outside linebacker.","- Barham is light for an NFL edge, which will impact his ability to win with power as a pass-rusher and set the edge consistently at the next level.

- Poor hand usage in both phases of the game. He's slow to get his hands up and often plays with them down by his waist, preventing him from stacking and shedding against the run and getting clean wins as a pass-rusher.

- Has a habit of working inside of reach blocks, often sealing himself and giving running backs an outside rushing lane.

- Also likes to duck inside as a pass-rusher and will lose contain on the quarterback.

- Not bendy as a pass-rusher, he struggles to corner at the top of the rush and take efficient paths to the quarterback, often getting run past the quarterback on the high side of the rush.",4th Round,DeAngelo Malone
123,TE,Dallen Bentley,Utah,6.9,https://bleacherreport.com/articles/25403306-nfl-draft-2026-scouting-report-utah-te-dallen-bentley,"Dallen Bentley broke out in his senior season with 48 receptions after almost no production at Utah, with fantastic hands and a knack for finding space. He's built for the NFL with good size, bulk, and length to be utilized as a true ""Y"" tight end.

A former 4-star JUCO transfer, Bentley had three receptions going into his senior year at Utah and came out of nowhere with 620 yards and six touchdowns and was a John Mackey Award semifinalist.

— Bentley made a living against zone coverage and showed excellent eyes and defensive understanding to exploit space.","— Bentley made a living against zone coverage and showed excellent eyes and defensive understanding to exploit space.

— A multi-functional blocker who can execute a number of assignments and consistently works to the second level with timing on double teams.

— Possesses high football IQ with understanding zone coverage, reading leverage, and blocking execution.

— Has great hands and ball skills paired with timing to come down with the football in tight windows and uncomfortable angles.","— Bentley struggles to defeat man coverage and lacks the short-area quickness, consistent physicality, and route nuance to shake defenders.

— Has the size and frame to dig out defenders as a blocker, but needs to refine his hand placement, pad level, and power to do so.

— Creating after the catch isn't on the table unless there's a lot of space in front of him. His speed is good, but he's a stiff mover.",,Will Dissly
